Borough,Ward,Geog level,Constituency,Area Code,Turnout,,,London Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London Member,,,,,,,,,,,,,,,,,,,Constituency Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1st choice,,,,,,,,,,,,,1st choice spoils,,,,,,2nd choice,,,,,,,,,,,,,2nd choice spoils,,,,Total Good,,,,,,,,,,,,,Spoils,,,,,,Total good,,,,,,,,,,,,,Spoils,,,,,,Candidate names,,,,,,,,,,,
Sutton,Sutton West,Ward,Croydon & Sutton,E05000567,"2,800","6,651",42%,Zac Goldsmith - The Conservative Party,852,1212,114,324,115,7,34,41,9,1,26,19,2754,0,0,20,0,26,46,315,315,410,645,341,38,81,87,55,29,165,26,2507,246,0,1,247,20,48,15,519,28,982,185,639,29,8,235,64,2772,0,0,19,0,8,27,618,1052,195,602,273,7,,,21,,,,2768,0,0,26,1,5,32,Marina Ahmad,Stephen John O'connell,Tracey Jo Hague,Amna Ahmad,Peter Staveley,Madonna Beatrice Lewis,,,Richard  Edmonds,,,
Sutton,The Wrythe,Ward,Croydon & Sutton,E05000568,"2,350","6,590",36%,Zac Goldsmith - The Conservative Party,650,910,110,312,184,7,22,42,21,1,30,9,2298,0,0,23,0,29,52,223,266,326,467,351,48,57,77,42,12,105,10,1984,313,0,1,314,35,45,21,437,30,631,170,507,18,9,368,54,2325,0,0,15,1,8,24,484,653,192,530,426,15,,,19,,,,2319,0,0,22,1,5,28,Marina Ahmad,Stephen John O'connell,Tracey Jo Hague,Amna Ahmad,Peter Staveley,Madonna Beatrice Lewis,,,Richard  Edmonds,,,
Sutton,Wallington North,Ward,Croydon & Sutton,E05000569,"2,911","7,006",42%,Zac Goldsmith - The Conservative Party,833,1128,129,421,190,16,24,38,16,3,50,6,2854,0,0,25,0,32,57,322,333,421,645,426,30,77,108,52,19,134,24,2591,262,1,0,263,25,46,16,612,41,819,197,630,29,12,375,72,2874,0,0,24,0,10,34,589,862,235,746,411,15,,,15,,,,2873,0,0,34,1,3,38,Marina Ahmad,Stephen John O'connell,Tracey Jo Hague,Amna Ahmad,Peter Staveley,Madonna Beatrice Lewis,,,Richard  Edmonds,,,
Sutton,Wallington South,Ward,Croydon & Sutton,E05000570,"2,801","6,620",42%,Zac Goldsmith - The Conservative Party,751,1185,147,383,140,13,22,45,18,4,35,6,2749,0,0,18,3,31,52,299,316,415,689,362,36,55,74,54,26,139,30,2495,253,0,1,254,28,47,15,635,30,862,195,523,30,17,329,63,2774,0,0,18,1,8,27,479,927,243,736,355,13,,,14,,,,2767,0,0,29,0,5,34,Marina Ahmad,Stephen John O'connell,Tracey Jo Hague,Amna Ahmad,Peter Staveley,Madonna Beatrice Lewis,,,Richard  Edmonds,,,
Sutton,Wandle Valley,Ward,Croydon & Sutton,E05000571,"2,229","7,142",31%,Sadiq Aman Khan - Labour Party,735,653,117,297,211,23,32,47,29,6,29,15,2194,0,0,6,1,27,34,282,203,250,413,270,56,59,87,55,19,109,19,1822,371,0,1,372,39,66,20,435,33,428,131,621,31,14,351,45,2214,0,0,8,1,5,14,644,455,181,470,419,25,,,16,,,,2210,0,0,14,2,3,19,Marina Ahmad,Stephen John O'connell,Tracey Jo Hague,Amna Ahmad,Peter Staveley,Madonna Beatrice Lewis,,,Richard  Edmonds,,,
Sutton,Worcester Park,Ward,Croydon & Sutton,E05000572,"3,218","7,461",43%,Zac Goldsmith - The Conservative Party,865,1514,145,290,169,17,28,43,29,1,45,21,3167,0,0,17,0,34,51,339,379,457,688,471,70,76,136,73,32,140,31,2892,273,2,0,275,47,55,21,488,38,1170,224,662,26,8,371,64,3174,0,0,34,0,10,44,587,1295,255,574,426,17,,,24,,,,3178,0,0,34,1,5,40,Marina Ahmad,Stephen John O'connell,Tracey Jo Hague,Amna Ahmad,Peter Staveley,Madonna Beatrice Lewis,,,Richard  Edmonds,,,
Ealing,Acton Central,Ward,Ealing & Hillingdon,E05000170,"3,903","8,763",45%,Sadiq Aman Khan - Labour Party,1881,1101,281,135,85,13,82,20,40,2,83,67,3790,0,0,20,1,92,113,538,300,847,384,193,37,185,80,135,42,306,90,3137,645,1,7,653,54,48,19,187,62,924,398,1734,71,21,161,174,3853,0,0,28,1,21,50,1809,1046,496,295,197,,,,,,,,3843,0,0,44,1,14,59,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Cleveland,Ward,Ealing & Hillingdon,E05000171,"4,712","9,243",51%,Sadiq Aman Khan - Labour Party,1872,1739,307,279,80,19,61,32,47,14,90,64,4604,0,1,23,3,80,107,598,387,937,675,343,39,166,94,133,40,362,98,3872,721,0,11,732,54,53,23,376,58,1479,427,1728,60,19,196,185,4658,0,0,34,2,18,54,1747,1559,482,656,203,,,,,,,,4647,0,0,56,1,8,65,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Dormers Wells,Ward,Ealing & Hillingdon,E05000172,"4,030","8,847",46%,Sadiq Aman Khan - Labour Party,2445,801,126,52,57,34,78,51,37,13,50,45,3789,0,1,38,5,196,240,997,506,368,211,147,67,306,89,90,86,184,49,3100,673,2,14,689,20,53,45,63,44,666,124,2671,88,19,91,61,3945,0,0,42,0,43,85,2823,651,206,136,123,,,,,,,,3939,0,0,64,3,23,90,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Ealing Broadway,Ward,Ealing & Hillingdon,E05000173,"4,279","9,048",47%,Zac Goldsmith - The Conservative Party,1464,1866,307,237,73,13,53,18,38,4,98,55,4226,0,0,16,3,34,53,488,385,873,687,285,30,131,53,102,44,368,104,3550,667,1,8,676,48,29,17,329,43,1666,462,1218,51,10,163,194,4230,0,0,35,1,11,47,1322,1763,521,462,163,,,,,,,,4231,0,0,40,1,4,45,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Ealing Common,Ward,Ealing & Hillingdon,E05000174,"4,021","8,782",46%,Zac Goldsmith - The Conservative Party,1489,1497,279,308,86,14,57,18,35,2,100,68,3953,0,1,29,1,36,67,575,396,772,708,260,39,124,75,109,31,301,77,3467,485,0,1,486,43,30,20,447,34,1318,395,1255,65,16,169,185,3977,0,0,32,1,11,44,1353,1437,460,537,181,,,,,,,,3968,0,0,47,2,4,53,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,East Acton,Ward,Ealing & Hillingdon,E05000175,"4,212","10,992",38%,Sadiq Aman Khan - Labour Party,2162,1014,289,143,75,25,101,55,50,14,77,78,4083,0,0,28,5,96,129,686,352,730,431,233,41,277,101,175,37,281,83,3427,625,3,28,656,67,74,30,183,62,845,350,2070,100,30,184,155,4150,0,1,38,1,21,61,2197,949,464,308,227,,,,,,,,4145,0,0,59,0,7,66,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Elthorne,Ward,Ealing & Hillingdon,E05000176,"4,375","9,680",45%,Sadiq Aman Khan - Labour Party,2079,1145,368,212,94,27,60,33,51,6,104,97,4276,0,0,30,0,66,96,661,332,1085,474,251,34,182,94,122,40,373,83,3731,536,1,8,545,61,65,18,266,62,939,521,1894,57,23,205,209,4320,0,0,29,0,25,54,1975,1045,710,366,231,,,,,,,,4327,0,0,34,1,13,48,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Greenford Broadway,Ward,Ealing & Hillingdon,E05000177,"4,409","11,217",39%,Sadiq Aman Khan - Labour Party,2273,1012,146,88,178,47,93,82,62,13,51,145,4190,0,0,33,3,183,219,810,524,545,317,278,102,294,142,122,73,258,87,3552,624,2,12,638,44,121,72,109,69,852,160,2409,91,19,285,111,4342,0,0,30,3,34,67,2531,927,274,223,391,,,,,,,,4346,0,0,47,1,15,63,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Greenford Green,Ward,Ealing & Hillingdon,E05000178,"3,909","9,507",41%,Sadiq Aman Khan - Labour Party,1624,1267,156,125,136,24,75,62,46,13,57,191,3776,0,0,23,5,105,133,595,483,534,330,328,63,228,135,111,56,221,82,3166,591,1,18,610,43,95,45,153,85,1084,208,1673,85,9,254,110,3844,0,1,38,4,22,65,1802,1200,285,241,306,,,,,,,,3834,0,0,62,0,13,75,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Hanger Hill,Ward,Ealing & Hillingdon,E05000179,"3,994","8,874",45%,Zac Goldsmith - The Conservative Party,1280,1832,245,186,65,10,83,25,30,10,81,89,3936,0,0,16,2,40,58,462,403,691,531,290,35,190,65,105,39,294,95,3200,726,2,8,736,50,39,17,268,55,1637,334,1127,92,17,158,151,3945,0,1,39,0,9,49,1207,1791,415,365,157,,,,,,,,3935,0,0,52,2,5,59,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Hobbayne,Ward,Ealing & Hillingdon,E05000180,"4,321","9,223",47%,Sadiq Aman Khan - Labour Party,2105,1144,276,170,124,23,60,52,38,5,79,123,4199,0,0,19,3,100,122,609,342,854,404,276,51,203,96,108,47,323,99,3412,780,2,5,787,55,66,34,229,49,923,393,2036,76,23,227,152,4263,0,0,39,0,18,57,2172,1020,479,329,264,,,,,,,,4264,0,0,44,0,11,55,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Lady Margaret,Ward,Ealing & Hillingdon,E05000181,"4,070","9,301",44%,Sadiq Aman Khan - Labour Party,2347,885,124,69,65,31,65,70,54,30,54,58,3852,0,0,48,5,164,217,1104,617,340,226,146,54,204,76,123,82,194,53,3219,624,1,8,633,25,59,46,72,50,752,122,2587,69,17,110,61,3970,0,2,45,2,51,100,2767,734,211,141,132,,,,,,,,3985,0,1,53,2,28,83,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,North Greenford,Ward,Ealing & Hillingdon,E05000183,"4,118","9,546",43%,Sadiq Aman Khan - Labour Party,1783,1361,151,122,134,30,102,50,53,13,44,127,3970,0,1,30,0,117,148,692,518,531,379,335,72,261,138,107,76,224,72,3405,548,0,17,565,40,67,40,165,50,1135,207,1826,123,20,276,97,4046,0,0,45,0,27,72,1948,1212,346,231,310,,,,,,,,4047,0,0,54,1,16,71,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Northfield,Ward,Ealing & Hillingdon,E05000182,"4,572","8,655",53%,Sadiq Aman Khan - Labour Party,1855,1554,435,270,66,9,38,24,34,7,112,68,4472,0,0,19,7,74,100,647,383,1183,657,250,26,107,60,141,48,431,70,4003,464,0,5,469,51,39,15,347,32,1343,562,1663,43,27,170,231,4523,0,0,40,0,9,49,1769,1508,639,437,161,,,,,,,,4514,0,0,50,1,5,56,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Northolt Mandeville,Ward,Ealing & Hillingdon,E05000184,"3,734","9,661",39%,Sadiq Aman Khan - Labour Party,1671,1065,148,114,191,38,68,73,42,9,60,87,3566,0,2,26,4,136,168,549,429,417,328,357,82,228,138,109,37,229,55,2958,597,1,10,608,42,80,37,131,65,897,159,1724,69,17,321,102,3644,0,0,53,2,35,90,1807,969,269,216,396,,,,,,,,3657,0,0,60,0,16,76,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Northolt West End,Ward,Ealing & Hillingdon,E05000185,"3,792","9,598",40%,Sadiq Aman Khan - Labour Party,1940,893,116,88,217,49,72,74,45,15,48,74,3631,0,0,38,2,121,161,676,417,359,222,309,89,231,127,102,34,184,43,2793,829,0,9,838,24,112,53,93,74,727,124,2029,57,13,339,77,3722,0,0,43,2,25,70,2115,811,214,180,403,,,,,,,,3723,0,0,50,1,18,69,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Norwood Green,Ward,Ealing & Hillingdon,E05000186,"3,597","8,599",42%,Sadiq Aman Khan - Labour Party,2135,806,103,76,66,26,60,44,44,19,52,25,3456,0,0,47,3,91,141,901,426,401,211,166,39,198,65,91,68,194,36,2796,599,1,60,660,29,34,23,90,32,661,122,2260,68,10,110,83,3522,0,0,42,2,31,75,2468,620,188,122,128,,,,,,,,3526,0,0,49,1,21,71,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Perivale,Ward,Ealing & Hillingdon,E05000187,"4,127","9,922",42%,Sadiq Aman Khan - Labour Party,1721,1329,179,98,143,31,125,47,48,17,50,182,3970,0,0,33,4,120,157,644,497,520,309,337,61,317,137,108,55,204,98,3287,637,3,43,683,55,91,45,130,75,1104,224,1790,121,10,304,95,4044,0,0,45,5,32,82,1892,1139,348,253,418,,,,,,,,4050,0,0,64,3,8,75,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Postal Votes - Ealing,Postal,Ealing & Hillingdon,E09000009 (Postal),"20,154","28,888",70%,Sadiq Aman Khan - Labour Party,8378,7350,869,881,465,93,443,295,178,66,397,554,19969,0,12,70,5,98,185,3514,2531,3079,2879,1518,272,1148,749,419,308,1563,450,18430,1496,1,42,1539,213,341,93,1124,281,6394,1181,8375,485,106,813,618,20024,0,3,62,6,45,116,9198,6660,1640,1528,992,,,,,,,,20018,0,2,65,3,18,86,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,South Acton,Ward,Ealing & Hillingdon,E05000188,"3,947","8,878",44%,Sadiq Aman Khan - Labour Party,1855,1163,239,161,73,11,76,41,28,7,96,77,3827,0,0,23,3,93,119,704,347,775,485,206,43,193,89,139,31,334,88,3434,389,1,3,393,32,56,20,226,44,997,316,1772,68,18,173,165,3887,0,0,34,2,24,60,1855,1100,399,331,181,,,,,,,,3866,0,0,61,1,15,77,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Southall Broadway,Ward,Ealing & Hillingdon,E05000189,"4,392","9,004",49%,Sadiq Aman Khan - Labour Party,3000,646,96,60,50,43,58,54,50,28,32,18,4135,0,0,53,5,198,256,1383,537,334,196,106,81,253,94,94,86,189,42,3395,712,4,24,740,27,43,35,58,52,566,72,3264,63,16,63,31,4290,0,1,38,3,60,102,3415,563,133,121,84,,,,,,,,4316,0,0,42,2,31,75,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Southall Green,Ward,Ealing & Hillingdon,E05000190,"4,486","9,571",47%,Sadiq Aman Khan - Labour Party,3083,630,95,63,57,38,72,66,42,35,53,12,4246,0,1,72,6,161,240,1437,496,322,168,117,60,251,80,101,84,199,33,3348,883,4,11,898,21,56,36,71,69,543,112,3270,81,8,66,62,4395,0,0,48,0,41,89,3455,499,182,149,110,,,,,,,,4395,0,1,66,1,21,88,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Southfield,Ward,Ealing & Hillingdon,E05000191,"4,514","8,694",52%,Zac Goldsmith - The Conservative Party,1459,1960,293,413,63,7,36,24,25,4,130,28,4442,0,2,22,3,44,71,563,390,853,1059,266,26,92,79,128,51,413,56,3976,465,0,1,466,39,25,8,701,19,1663,432,1157,35,16,152,235,4482,0,0,19,1,12,32,1221,1772,482,839,165,,,,,,,,4479,0,0,29,0,4,33,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Ealing,Walpole,Ward,Ealing & Hillingdon,E05000192,"4,632","8,546",54%,Sadiq Aman Khan - Labour Party,2006,1549,366,264,79,7,52,25,34,3,117,57,4559,0,0,17,0,55,72,614,406,1191,656,214,38,133,69,129,37,490,84,4061,493,1,4,498,39,44,21,373,43,1335,519,1740,59,24,146,253,4596,0,0,25,1,9,35,1904,1465,596,472,153,,,,,,,,4590,0,0,33,0,9,42,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Barnhill,Ward,Ealing & Hillingdon,E05000324,"3,243","6,713",48%,Sadiq Aman Khan - Labour Party,1805,855,94,41,102,35,33,53,37,22,30,26,3133,0,0,42,0,68,110,652,430,277,196,233,54,136,92,80,49,146,23,2368,743,1,21,765,48,60,26,60,29,684,82,1924,31,7,188,40,3179,0,1,45,2,16,64,2008,684,140,95,247,,,,,,,,3174,0,1,58,1,9,68,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Botwell,Ward,Ealing & Hillingdon,E05000325,"3,478","11,306",31%,Sadiq Aman Khan - Labour Party,1944,869,97,74,152,30,65,60,37,11,33,22,3394,0,0,34,0,49,83,694,419,322,196,253,65,212,115,78,46,189,22,2611,776,0,7,783,24,70,37,68,44,693,98,2030,55,10,228,50,3407,0,0,46,0,25,71,2100,730,138,148,279,,,,,,,,3395,0,0,60,2,21,83,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Brunel,Ward,Ealing & Hillingdon,E05000326,"2,187","7,188",30%,Zac Goldsmith - The Conservative Party,675,990,113,61,144,21,23,59,15,5,23,12,2141,0,0,8,2,36,46,231,219,319,179,297,69,92,74,46,22,118,15,1681,454,2,4,460,21,74,21,68,21,835,123,658,26,6,265,43,2161,0,1,17,0,8,26,692,931,166,89,280,,,,,,,,2158,0,0,24,0,5,29,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Cavendish,Ward,Ealing & Hillingdon,E05000327,"3,614","7,519",48%,Zac Goldsmith - The Conservative Party,747,2109,165,167,171,22,31,54,26,4,41,10,3547,0,0,24,4,38,66,316,350,532,499,585,75,86,164,73,48,152,28,2908,634,1,4,639,34,79,33,227,36,1783,218,657,29,17,393,71,3577,0,0,29,2,6,37,644,2001,262,241,425,,,,,,,,3573,0,0,39,0,2,41,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Charville,Ward,Ealing & Hillingdon,E05000328,"3,074","8,035",38%,Zac Goldsmith - The Conservative Party,1152,1264,80,67,201,28,40,52,29,5,24,12,2954,0,0,23,1,95,119,472,414,355,199,464,82,131,141,62,44,143,21,2528,417,0,9,426,23,61,45,76,44,1020,86,1197,31,11,387,29,3010,0,0,36,1,27,64,1262,1121,131,100,410,,,,,,,,3024,0,0,45,1,4,50,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Eastcote And East Ruislip,Ward,Ealing & Hillingdon,E05000329,"4,387","8,467",52%,Zac Goldsmith - The Conservative Party,828,2772,202,173,152,21,26,44,19,6,51,10,4304,0,0,28,2,53,83,328,446,672,591,731,63,90,148,67,35,216,39,3426,876,0,2,878,30,68,22,213,47,2472,282,687,35,10,380,90,4336,0,0,40,1,10,51,700,2699,296,241,394,,,,,,,,4330,0,0,50,1,5,56,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Harefield,Ward,Ealing & Hillingdon,E05000330,"1,783","4,990",36%,Zac Goldsmith - The Conservative Party,310,928,75,60,224,15,25,52,12,2,27,5,1735,0,0,10,2,36,48,161,195,236,186,345,81,42,107,35,21,76,11,1496,237,0,2,239,33,57,19,82,18,753,94,293,15,4,360,39,1767,0,0,11,0,5,16,286,843,136,95,403,,,,,,,,1763,0,0,16,1,3,20,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Heathrow Villages,Ward,Ealing & Hillingdon,E05000331,"2,349","7,348",32%,Sadiq Aman Khan - Labour Party,934,869,81,46,157,30,39,63,14,9,23,21,2286,0,0,31,1,31,63,369,286,249,144,298,58,128,96,54,24,107,19,1832,448,0,6,454,24,71,34,50,31,653,79,1016,32,10,268,40,2308,0,0,27,0,13,40,1061,709,129,85,323,,,,,,,,2307,0,0,35,1,5,41,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Hillingdon East,Ward,Ealing & Hillingdon,E05000332,"2,974","7,889",38%,Zac Goldsmith - The Conservative Party,896,1395,114,106,201,26,33,56,24,7,33,6,2897,0,1,19,0,57,77,308,354,400,320,411,82,108,144,66,33,159,21,2406,488,0,3,491,23,86,26,125,31,1183,153,895,36,7,345,39,2949,0,0,16,2,7,25,897,1303,193,154,392,,,,,,,,2939,0,1,29,0,5,34,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Ickenham,Ward,Ealing & Hillingdon,E05000333,"3,486","6,840",51%,Zac Goldsmith - The Conservative Party,617,2203,160,136,170,11,22,56,18,2,34,6,3435,0,0,12,0,39,51,271,343,516,476,620,76,82,147,69,32,169,34,2835,596,0,4,600,24,56,19,186,27,1910,190,555,32,13,372,68,3452,0,0,27,0,5,32,594,2073,216,177,380,,,,,,,,3440,0,0,41,0,1,42,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Manor,Ward,Ealing & Hillingdon,E05000334,"3,610","7,524",48%,Zac Goldsmith - The Conservative Party,735,2076,183,159,212,24,22,52,23,5,34,18,3543,0,1,20,1,45,67,303,379,591,464,574,88,88,170,91,36,170,26,2980,562,0,1,563,41,67,29,206,39,1771,225,680,24,11,422,60,3575,0,0,24,0,10,34,666,2003,229,231,453,,,,,,,,3582,0,0,25,1,2,28,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Northwood,Ward,Ealing & Hillingdon,E05000335,"3,081","6,886",45%,Zac Goldsmith - The Conservative Party,687,1883,131,113,74,13,35,31,10,5,37,11,3030,0,1,15,1,34,51,284,320,496,485,367,30,116,86,59,43,188,45,2519,509,1,1,511,36,35,14,173,34,1727,178,522,65,7,177,77,3045,0,0,25,0,11,36,566,1827,240,206,197,,,,,,,,3036,0,0,41,0,3,44,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Northwood Hills,Ward,Ealing & Hillingdon,E05000336,"3,000","7,403",41%,Zac Goldsmith - The Conservative Party,748,1672,148,83,122,10,30,36,26,6,39,17,2937,0,1,18,0,43,62,265,308,386,347,326,41,101,94,67,40,135,21,2131,806,0,0,806,35,50,18,127,21,1515,189,674,37,7,233,69,2975,0,0,16,0,9,25,662,1631,253,159,263,,,,,,,,2968,0,0,27,1,4,32,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Pinkwell,Ward,Ealing & Hillingdon,E05000337,"3,164","8,890",36%,Sadiq Aman Khan - Labour Party,1710,870,72,50,118,26,55,59,33,16,37,15,3061,0,2,32,2,66,102,546,407,265,174,227,61,169,86,87,60,153,39,2274,781,0,6,787,25,66,36,50,41,674,76,1839,65,7,197,35,3111,0,0,23,2,28,53,1968,693,129,101,238,,,,,,,,3129,0,0,22,0,13,35,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Postal Votes - Hillingdon,Postal,Ealing & Hillingdon,E09000017 (Postal),"19,552","28,189",69%,Zac Goldsmith - The Conservative Party,5423,10082,647,657,1156,121,282,485,99,44,243,155,19394,0,13,60,4,80,157,2516,2564,2498,2653,3049,439,832,1367,345,274,1322,227,18086,1290,1,17,1308,231,578,122,809,212,8767,774,5411,341,76,1791,349,19461,0,8,43,3,36,90,5994,9495,1046,892,2055,,,,,,,,19482,0,2,58,1,9,68,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,South Ruislip,Ward,Ealing & Hillingdon,E05000338,"2,833","7,827",36%,Zac Goldsmith - The Conservative Party,799,1336,154,113,189,20,28,37,22,5,43,30,2776,0,0,5,1,51,57,282,314,370,306,433,73,109,135,75,36,142,34,2309,463,1,3,467,18,63,37,133,25,1127,185,761,36,11,344,64,2804,0,0,15,0,12,27,779,1275,220,151,380,,,,,,,,2805,0,0,26,0,1,27,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Townfield,Ward,Ealing & Hillingdon,E05000339,"3,417","9,022",38%,Sadiq Aman Khan - Labour Party,1963,793,78,65,156,29,78,57,39,9,32,18,3317,0,0,32,3,65,100,697,381,282,160,226,65,190,103,66,56,174,28,2428,877,0,12,889,21,71,39,51,29,625,100,2062,58,9,252,44,3361,0,0,32,1,21,54,2168,631,140,114,297,,,,,,,,3350,0,0,51,1,13,65,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Uxbridge North,Ward,Ealing & Hillingdon,E05000340,"3,280","8,241",40%,Zac Goldsmith - The Conservative Party,833,1770,161,118,158,14,39,38,25,6,40,8,3210,0,0,15,0,53,68,342,363,491,387,483,53,110,122,71,35,167,28,2652,551,0,7,558,25,55,18,168,32,1499,202,794,39,6,332,69,3239,0,0,27,3,10,40,824,1637,224,198,349,,,,,,,,3232,0,0,44,2,2,48,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
Hillingdon,Uxbridge South,Ward,Ealing & Hillingdon,E05000341,"2,744","7,503",37%,Zac Goldsmith - The Conservative Party,947,1040,189,117,205,18,40,41,23,7,41,12,2680,0,0,22,3,38,63,361,316,484,259,336,70,115,117,67,34,144,28,2331,345,0,4,349,34,58,23,145,17,874,212,911,38,13,312,60,2697,0,0,27,2,18,47,922,987,273,172,346,,,,,,,,2700,0,0,39,1,4,44,Onkar Singh  Sahota,Dominic Gilham,Meena Hans,Francesco Rossano Alberto  Fruzza,Alex Nieora,,,,,,,
